# Created by Octave 7.3.0, Sun Nov 13 20:20:21 2022 GMT <unknown@LAPTOP-PSMR0IUC>
# name: A
# type: matrix
# rows: 21346
# columns: 2
 32.501183569999995 -105.17618091999999
 32.50112996 -105.17742301
 32.501075810000003 -105.17866497
 32.501020990000001 -105.17990670999998
 32.50096525 -105.18114815999999
 32.500908940000009 -105.18238928999999
 32.500851840000003 -105.18363008999999
 32.500794429999999 -105.18487060999999
 32.500736410000002 -105.18611082999999
 32.500677719999999 -105.18735076999999
 32.500618080000002 -105.18859044
 32.500557469999997 -105.18982982999999
 32.500495669999999 -105.19106886
 32.500432040000007 -105.19230756999998
 32.500369140000004 -105.19354625
 32.500306880000004 -105.19478474
 32.500245579999998 -105.19602303000001
 32.500184300000001 -105.19726112000001
 32.500123160000001 -105.19849905
 32.500061789999997 -105.19973686999998
 32.500000220000004 -105.20097453
 33.271560220000005 -105.99938905
 33.27163169 -105.99802670000001
 33.271704440000001 -105.99666438000003
 33.271777489999998 -105.99530226
 33.271849949999996 -105.99394044000002
 33.271922270000005 -105.99257864
 33.271994390000003 -105.99121688000002
 33.272066200000005 -105.98985500000001
 33.272138820000016 -105.9884931
 33.272211950000006 -105.98713114
 33.272285270000005 -105.98576915
 33.272358690000011 -105.98440722000001
 33.272431370000007 -105.98304533
 33.272503430000008 -105.98168355000001
 33.272575410000009 -105.98032177
 33.272647240000005 -105.97895990000001
 33.272719220000013 -105.97759795
 33.272791750000003 -105.97623592000001
 33.272864429999998 -105.97487382999999
 33.272936800000011 -105.97351174000001
 33.273008660000002 -105.97214959
 33.273080110000002 -105.97078731999999
 33.273151070000004 -105.96942497000002
 33.27322152 -105.96806248000001
 33.273292200000007 -105.96669988000002
 33.273363730000007 -105.96533709999999
 33.273435290000009 -105.96397409000001
 33.273506540000007 -105.96261080000001
 33.273577540000005 -105.96124737000001
 33.273648999999999 -105.95988394000001
 33.273720940000011 -105.95852050000001
 33.273793150000003 -105.95715701
 33.273865669999999 -105.95579349
 33.273938060000006 -105.95443010999999
 33.274010620000006 -105.95306691
 33.274083249999997 -105.95170398000002
 33.274155160000007 -105.95034138
 33.274225900000005 -105.94897906000001
 33.274296790000001 -105.94761690000003
 33.274368449999997 -105.94625470000003
 33.274440349999999 -105.94489236000001
 33.274511860000004 -105.94352980000002
 33.274583020000001 -105.94216709000001
 33.274654269999999 -105.94080425000001
 33.274725630000006 -105.93944135
 33.274796910000006 -105.93807844999999
 33.274868049999995 -105.93671553
 33.274938940000013 -105.9353526
 33.275008850000006 -105.93398955000001
 33.275078430000008 -105.93262639000001
 33.275149020000008 -105.93126324000004
 33.275220270000005 -105.92990028000001
 33.275291540000005 -105.92853765
 33.275362290000011 -105.92717535
 33.275432120000012 -105.92581343000001
 33.275501400000003 -105.92445175
 33.275570580000007 -105.92309035
 33.275640370000005 -105.92172957000001
 33.275709920000011 -105.92036929000001
 33.27577869000001 -105.91900931000001
 33.275847689999999 -105.91764980000002
 33.275917250000006 -105.91629074000002
 33.275987040000004 -105.91493226000001
 33.276055610000007 -105.91357418000001
 33.276123700000007 -105.91221655000001
 33.276192070000008 -105.91085936000002
 33.276260920000006 -105.90950252
 33.276330150000007 -105.90814614999999
 33.27639945 -105.90679010999999
 33.276468960000003 -105.90543441
 33.276538720000012 -105.90407909000001
 33.276608540000005 -105.90272418000001
 33.276678690000004 -105.90136974000002
 33.276748780000005 -105.90001569000002
 33.276818170000006 -105.89866186
 33.276886489999995 -105.89730824
 33.276953950000006 -105.89595488000001
 33.277021940000004 -105.89460177000001
 33.277090659999999 -105.89324898000001
 33.277159860000005 -105.89189659
 33.277229419999998 -105.89054477000001
 33.277298549999998 -105.88919347000001
 33.277367009999999 -105.88784240999999
 33.277435640000007 -105.88649156
 33.27750451 -105.88514088999999
 33.277573340000011 -105.88379038999999
 33.277642230000005 -105.88244008999999
 33.277711220000008 -105.88108994000001
 33.277780040000003 -105.87973988999998
 33.277849049999993 -105.87839005999999
 33.277918160000006 -105.87704045
 33.277987039999999 -105.87569108
 33.27805587000001 -105.87434196
 33.278124390000009 -105.87299295999999
 33.278192270000012 -105.87164387
 33.278259470000002 -105.87029469000001
 33.27832629000001 -105.86894534999999
 33.278394090000006 -105.86759603
 33.278462430000005 -105.86624686
 33.278530640000014 -105.86489778000001
 33.27859887000001 -105.86354879999999
 33.278667159999998 -105.86219975
 33.278735120000015 -105.86085052999999
 33.278802930000012 -105.85950106999999
 33.278871140000007 -105.85815136999999
 33.278939780000009 -105.85680148
 33.279008780000005 -105.85545144
 33.279078080000005 -105.85410126000001
 33.27914775 -105.85275088999998
 33.279217500000001 -105.85140028000001
 33.279286840000005 -105.85004946000001
 33.27935569000001 -105.84869844000001
 33.279423990000005 -105.84734723
 33.279491930000006 -105.84599582
 33.279560060000001 -105.84464426000002
 33.279628830000007 -105.84329267000001
 33.279697769999999 -105.84194102000001
 33.279766870000003 -105.84058934000001
 33.279836150000001 -105.83923756999999
 33.279905340000013 -105.83788568000001
 33.279974580000001 -105.83653376000001
 33.280044119999999 -105.83518185999999
 33.28011372000001 -105.83383001999999
 33.280182760000002 -105.83247826999998
 33.280251280000002 -105.83112660000002
 33.280319560000002 -105.82977507999999
 33.28038763 -105.82842376000001
 33.280455710000005 -105.82707266
 33.280523980000005 -105.82572183999999
 33.280592940000012 -105.82437132999998
 33.280662530000001 -105.82302116999999
 33.280732280000009 -105.82167133999999
 33.280801759999996 -105.82032185999999
 33.28087043 -105.81897262
 33.280938750000004 -105.81762361000003
 33.281007499999994 -105.81627492000001
 33.281076509999998 -105.81492650000001
 33.281145510000002 -105.81357838999999
 33.281214489999996 -105.81223060000001
 33.281283349999995 -105.8108831
 33.281352090000006 -105.80953586
 33.281421079999994 -105.80818890999998
 33.281489949999994 -105.80684218999998
 33.281558950000004 -105.80549567
 33.281627999999998 -105.80414932000001
 33.281696179999997 -105.80280300999999
 33.281764119999998 -105.80145675
 33.281832130000005 -105.80011041
 33.281900499999999 -105.79876405
 33.281969369999999 -105.79741765000001
 33.282038610000008 -105.79607109999999
 33.282108230000013 -105.79472438000002
 33.282177800000007 -105.79337742999999
 33.282247030000001 -105.79203014999999
 33.28231576000001 -105.79068240000001
 33.282384159999999 -105.78933420999999
 33.282452460000002 -105.78798562000001
 33.282521240000008 -105.78663663
 33.282590290000009 -105.78528729
 33.282659040000006 -105.78393756999999
 33.282728060000004 -105.78258747
 33.282797800000004 -105.78123697000001
 33.282867489999994 -105.77988608999999
 33.282936920000012 -105.77853474999999
 33.283006270000001 -105.77718300000001
 33.283075880000005 -105.77583090999998
 33.283144710000002 -105.77447828999999
 33.283213160000003 -105.77312522000001
 33.283281539999997 -105.77177168
 33.283350230000011 -105.7704177
 33.283419240000008 -105.76906313000001
 33.283487809999997 -105.76770788
 33.283555970000009 -105.76635193
 33.283623679999998 -105.76499522000002
 33.283690920000005 -105.76363771
 33.283758080000005 -105.76227939
 33.283825440000001 -105.76092040000002
 33.283893409999997 -105.75956073
 33.283961749999996 -105.75820027
 33.284030090000002 -105.75683896
 33.284098549999996 -105.75547679999998
 33.284166990000003 -105.75411364000003
 33.284235390000006 -105.75274961
 33.284303600000001 -105.75138488
 33.284371640000003 -105.75001942000002
 33.284439030000001 -105.74865309000002
 33.284506130000004 -105.74728606000002
 33.28457341 -105.74591830999999
 33.284640889999999 -105.74454990000002
 33.284709489999997 -105.74318096000002
 33.284778600000003 -105.74181133
 33.284847999999997 -105.74044102000001
 33.284917849999999 -105.73907012999999
 33.28498746999999 -105.73769859000001
 33.285056260000005 -105.73632634000001
 33.285124860000003 -105.73495340000002
 33.285193620000008 -105.73357985
 33.285262580000001 -105.73220573
 33.28533182000001 -105.73083110999998
 33.285401190000002 -105.72945600999999
 33.28546996 -105.72808049
 33.28553800000001 -105.72670474
 33.285605670000002 -105.72532888999999
 33.285673000000003 -105.72395280999999
 33.285740780000005 -105.72257655999999
 33.285809380000003 -105.72120011
 33.285878630000006 -105.71982332000002
 33.285948860000005 -105.71844634
 33.286018670000004 -105.71706906000003
 33.286088130000003 -105.71569148000002
 33.286157549999999 -105.71431369000003
 33.28622713 -105.71293571
 33.28629609 -105.71155750000001
 33.286364449999994 -105.71017909000001
 33.286432990000009 -105.70880054
 33.286501469999997 -105.70742184000001
 33.286569720000003 -105.70604303
 33.286638210000007 -105.70466431000001
 33.286706970000004 -105.70328570000001
 33.286775760000005 -105.70190723
 33.286844429999995 -105.70052887
 33.286912870000009 -105.69915065000001
 33.286981649999994 -105.69777256999998
 33.287051130000002 -105.69639481999999
 33.287120479999999 -105.69501731999999
 33.287188980000003 -105.69364012999999
 33.287257230000002 -105.69226321000001
 33.287325800000005 -105.69088662999999
 33.287394300000003 -105.68951023
 33.28746254 -105.68813394
 33.287530850000003 -105.68675776999999
 33.287599149999998 -105.68538167999999
 33.287667539999994 -105.68400566000001
 33.287736240000008 -105.68262965000001
 33.287805220000003 -105.68125357000001
 33.287873669999996 -105.67987733999998
 33.287941789999998 -105.67850099999998
 33.288009800000005 -105.67712456000001
 33.28807759 -105.67574794999997
 33.288144930000009 -105.67437102999997
 33.288212500000007 -105.67299382999998
 33.288280280000002 -105.67161637
 33.288348370000008 -105.67023863999999
 33.288416710000007 -105.66886054999999
 33.288484699999998 -105.66748201999999
 33.28855217000001 -105.66610303
 33.28861946 -105.66472363000001
 33.288686940000005 -105.66334388
 33.288754780000005 -105.66196377000001
 33.288823090000001 -105.66058330999999
 33.28889152 -105.65920248
 33.288959900000009 -105.65782112999999
 33.289028100000003 -105.65643922999999
 33.289095850000002 -105.65505687999999
 33.289163370000004 -105.65367400999999
 33.28923056 -105.65229054999999
 33.289297300000001 -105.65090647
 33.289364020000001 -105.64952172000001
 33.289430950000003 -105.64813618999999
 33.289498310000006 -105.64674989
 33.289565590000002 -105.64536274
 33.289631849999999 -105.64397478000001
 33.289697459999992 -105.64258604
 33.289763549999996 -105.64119660000001
 33.289830260000002 -105.63980650999999
 33.289897289999999 -105.63841574999999
 33.289964810000001 -105.63702442000002
 33.290032390000015 -105.63563270999998
 33.290099270000006 -105.63424085
 33.290165740000013 -105.63284894999998
 33.290232140000015 -105.63145693
 33.290298400000005 -105.63006471
 33.290364760000003 -105.62867232999997
 33.290430730000011 -105.62727969000001
 33.290496670000003 -105.62588684999997
 33.290563340000013 -105.62449386999999
 33.290630950000008 -105.62310072
 33.290698630000009 -105.62170749999999
 33.290766500000004 -105.62031410999998
 33.290834040000007 -105.6189205
 33.290901300000009 -105.61752665000002
 33.290968510000006 -105.61613244
 33.291035790000009 -105.61473798999999
 33.291103350000007 -105.61334349000001
 33.29117131000001 -105.61194901
 33.291239530000006 -105.61055466000002
 33.29130854000001 -105.60916082999999
 33.291377870000005 -105.60776765
 33.291446370000003 -105.60637500999998
 33.291514450000001 -105.60498279999999
 33.291582100000007 -105.60359086
 33.29164943 -105.60219926000001
 33.291717410000004 -105.60080806999999
 33.291786190000003 -105.59941742000001
 33.291855420000005 -105.59802724000001
 33.291924370000004 -105.59663763
 33.291992520000008 -105.59524875
 33.292060340000013 -105.59386054000001
 33.292128500000011 -105.59247305
 33.292196960000012 -105.59108629000001
 33.29226563000001 -105.58970024999999
 33.292334120000014 -105.58831481999999
 33.292402400000007 -105.58692992000002
 33.292470660000006 -105.58554549
 33.292538580000013 -105.58416148000002
 33.292606190000008 -105.58277782999997
 33.292673520000008 -105.58139441
 33.292740540000011 -105.58001112999999
 33.292807660000001 -105.57862790999999
 33.292875140000014 -105.57724475000001
 33.292942910000015 -105.57586164999999
 33.293010930000015 -105.57447856999998
 33.293079560000002 -105.57309549
 33.293148640000013 -105.57171231999999
 33.293217670000004 -105.57032904
 33.293286590000001 -105.56894564000001
 33.293355340000019 -105.56756213
 33.293424000000002 -105.56617840999999
 33.293492700000009 -105.56479442000001
 33.293561170000004 -105.5634101
 33.293629350000003 -105.56202540000001
 33.293697230000006 -105.56064029000001
 33.293764750000001 -105.55925473000001
 33.293832110000011 -105.55786868000001
 33.293899230000008 -105.55648206999999
 33.293966130000008 -105.55509495
 33.294033080000005 -105.55370735999999
 33.294100490000005 -105.55231930999999
 33.294168310000011 -105.55093076
 33.294236480000002 -105.54954173
 33.294304880000006 -105.54815222000001
 33.294373220000011 -105.54676226000001
 33.294441310000003 -105.54537185999999
 33.294509380000008 -105.54398099000001
 33.29457733000001 -105.54258970000001
 33.294645070000001 -105.54119808000002
 33.29471285000001 -105.53980616999999
 33.294780500000002 -105.53841391
 33.294848020000003 -105.53702131
 33.294915570000008 -105.53562846000001
 33.29498293000001 -105.53423539000001
 33.295050050000008 -105.53284212999998
 33.295117050000009 -105.53144872
 33.295183940000015 -105.53005515
 33.295250740000014 -105.52866143
 33.295317290000014 -105.52726756000001
 33.295383460000004 -105.52587351999999
 33.295449310000009 -105.52447932999999
 33.295515060000014 -105.52308504
 33.295580990000012 -105.52169070000001
 33.295647090000003 -105.52029637
 33.295713260000014 -105.51890208
 33.29577968000001 -105.5175078
 33.295846490000002 -105.51611359000002
 33.295913550000009 -105.51471945000002
 33.295980670000006 -105.51332534000001
 33.296047890000004 -105.51193125
 33.296114790000011 -105.51053718
 33.29618133000001 -105.50914307000001
 33.296247870000002 -105.50774887999999
 33.296314530000011 -105.50635463
 33.29638133000001 -105.50496027000001
 33.296448160000004 -105.50356578000002
 33.296514970000011 -105.50217114999998
 33.296581590000002 -105.50077644999999
 33.296648010000006 -105.49938167000001
 33.296714250000008 -105.49798678000002
 33.296780180000006 -105.49659169000002
 33.296845780000005 -105.49519634000001
 33.296911300000012 -105.49380071
 33.296977330000011 -105.49240483
 33.297043130000006 -105.49100873
 33.29710862000001 -105.48961243000001
 33.29717414000001 -105.48821601
 33.297239800000007 -105.48681950000001
 33.297305650000006 -105.48542284999999
 33.297371510000005 -105.48402609000001
 33.297437350000003 -105.48262928000003
 33.297503260000006 -105.48123248000002
 33.29756892000001 -105.47983569
 33.29763466 -105.47843896999998
 33.297700570000003 -105.47704226
 33.297766700000004 -105.47564559
 33.297833220000008 -105.47424896000001
 33.297900180000006 -105.47285235999999
 33.297967509999999 -105.47145577000001
 33.298034500000007 -105.47005914
 33.298101030000012 -105.46866249000001
 33.298167860000007 -105.46726594000003
 33.298235110000014 -105.46586950000001
 33.298302520000014 -105.46447319000001
 33.298369470000004 -105.46307698000001
 33.298436060000007 -105.46168086000002
 33.298502790000015 -105.46028486000002
 33.298570080000012 -105.45888908000001
 33.298637420000006 -105.45749351000001
 33.298705220000016 -105.45609818
 33.298773470000008 -105.45470308000002
 33.29884156 -105.45330822999999
 33.29890927000001 -105.45191356000002
 33.298977560000004 -105.45051912000001
 33.299046770000004 -105.44912503000002
 33.29911592000002 -105.44773126000001
 33.299184320000009 -105.4463377
 33.299252150000008 -105.44494439000002
 33.299319940000018 -105.44355127000001
 33.299387250000002 -105.44215833
 33.299454830000009 -105.44076553000001
 33.29952285000001 -105.43937272999999
 33.299591220000011 -105.43797983
 33.299660240000009 -105.43658670000001
 33.299729670000005 -105.43519317000001
 33.299798840000015 -105.43379929000001
 33.299867549999995 -105.43240522000001
 33.299935970000014 -105.43101085000001
 33.300003689999997 -105.42961609000001
 33.30007131 -105.42822101
 33.300139030000004 -105.42682557000001
 33.300206920000001 -105.42542981
 33.300274879999996 -105.42403377000001
 33.300342759999999 -105.42263734999999
 33.300411429999997 -105.42124060000002
 33.300481449999985 -105.41984340000002
 33.300552060000001 -105.41844564000002
 33.300622099999998 -105.41704750000001
 33.300691109999995 -105.41564916000002
 33.30076013 -105.41425071000002
 33.300829469999989 -105.41285209999999
 33.30089813 -105.41145329000003
 33.300965890000001 -105.41005424000002
 33.301032390000003 -105.40865471000001
 33.301098799999998 -105.40725472000003
 33.301166569999992 -105.40585445000001
 33.301234619999995 -105.40445381000001
 33.301302469999996 -105.4030527
 33.301369869999995 -105.40165107000001
 33.301436749999993 -105.40024889
 33.301503779999997 -105.39884630999998
 33.301570630000001 -105.39744324000002
 33.301636789999996 -105.39603976000001
 33.301702859999999 -105.39463601
 33.301769409999991 -105.39323213999999
 33.301836569999992 -105.39182823
 33.301903940000003 -105.39042432000001
 33.301970940000004 -105.3890205
 33.302037380000002 -105.38761683
 33.302103310000007 -105.38621335000001
 33.302168840000007 -105.38481006000001
 33.302233870000002 -105.38340699
 33.302298399999998 -105.38200416999999
 33.302362910000006 -105.38060165
 33.302427599999994 -105.37919949
 33.302492350000001 -105.37779766
 33.302556900000006 -105.37639618999998
 33.302621749999993 -105.37499497
 33.302687009999993 -105.37359400999999
 33.302752010000006 -105.37219334
 33.302816489999998 -105.37079290999998
 33.302880819999999 -105.36939282999998
 33.302944740000001 -105.36799311
 33.303008890000001 -105.36659337
 33.303073249999997 -105.36519344000001
 33.303137740000004 -105.36379341
 33.303202559999995 -105.36239349
 33.303267559999988 -105.36099372000001
 33.303332700000006 -105.359594
 33.303397019999998 -105.35819429999999
 33.303460759999993 -105.35679454
 33.303524799999998 -105.35539476
 33.303589199999998 -105.35399495
 33.303653609999998 -105.35259512999998
 33.30371761 -105.35119537
 33.303781619999995 -105.34979556
 33.303846099999994 -105.34839548000001
 33.303910850000001 -105.34699520000001
 33.303975330000007 -105.34559466000002
 33.304039849999995 -105.34419363000002
 33.304104859999995 -105.34279211999998
 33.304169849999994 -105.34139017
 33.304235519999999 -105.33998800999998
 33.304301969999997 -105.33858582999999
 33.304368889999999 -105.33718366000002
 33.304435429999998 -105.33578144999998
 33.304501729999998 -105.33437924
 33.304567909999996 -105.33297707999999
 33.304633719999998 -105.33157500999999
 33.304699499999991 -105.33017307
 33.304765439999997 -105.32877119999998
 33.304831699999994 -105.32736939
 33.304898399999992 -105.32596766
 33.304965539999998 -105.32456606000001
 33.305032890000007 -105.32316455
 33.305100230000008 -105.32176316
 33.305167479999994 -105.32036183999999
 33.305234549999994 -105.31896060000001
 33.305301330000006 -105.31755946000003
 33.305367879999999 -105.31615842000001
 33.305433999999998 -105.31475744000001
 33.30549954 -105.3133565
 33.305564589999996 -105.31195555000001
 33.305629189999998 -105.31055457000001
 33.305693679999997 -105.30915354000001
 33.305758270000005 -105.30775242999999
 33.305823099999998 -105.30635124
 33.305888330000002 -105.30494998000002
 33.305953900000006 -105.30354868000001
 33.30601944 -105.30214731999999
 33.306084909999996 -105.30074588999999
 33.30614997 -105.29934432
 33.306214519999997 -105.29794263000001
 33.306278810000002 -105.29654082
 33.306342820000005 -105.29513888999999
 33.306406429999996 -105.29373681999999
 33.306469789999994 -105.29233463
 33.306533210000005 -105.29093232999999
 33.306597059999994 -105.28952995000002
 33.306661329999997 -105.28812744000001
 33.306725310000004 -105.28672474000001
 33.306789099999996 -105.28532186999999
 33.306853269999998 -105.28391892
 33.30691762 -105.28251585
 33.306981729999997 -105.28111263000001
 33.307045819999999 -105.27970920999999
 33.30711076 -105.27830566
 33.30717542 -105.27690209999999
 33.307239529999997 -105.27549844999999
 33.307303789999999 -105.27409465000001
 33.307367949999993 -105.27269067
 33.307432049999996 -105.2712865
 33.307496139999998 -105.26988215999999
 33.307559609999998 -105.26847767
 33.307623239999998 -105.26707326000002
 33.307687489999985 -105.26566905000001
 33.307751669999995 -105.26426516000002
 33.307815820000002 -105.26286167000001
 33.307879879999994 -105.26145853
 33.307943379999998 -105.26005551
 33.30800653 -105.25865242
 33.308069719999999 -105.25724919000001
 33.308133090000005 -105.25584578
 33.308197059999998 -105.25444222
 33.308260999999995 -105.25303858999999
 33.308324409999997 -105.25163503
 33.308387869999997 -105.25023179999999
 33.308452730000006 -105.24882910000001
 33.308518310000011 -105.24742690000002
 33.30858388 -105.24602514000001
 33.308649349999996 -105.24462383000002
 33.308714930000008 -105.24322315000002
 33.308780810000002 -105.24182305000002
 33.308846789999997 -105.24042342000003
 33.308912560000003 -105.23902413
 33.308978660000001 -105.23762523000002
 33.309045330000004 -105.23622671000001
 33.309112650000003 -105.23482857
 33.309180269999999 -105.23343086999999
 33.309247569999989 -105.23203388
 33.309313660000001 -105.23063772
 33.309380069999996 -105.22924245
 33.309447209999995 -105.22784777
 33.309514159999999 -105.22645347000001
 33.309580489999995 -105.22505954
 33.309646489999992 -105.22366598000002
 33.309712510000004 -105.22227282999998
 33.309778980000004 -105.22088008999999
 33.309845930000002 -105.21948776000001
 33.30991293000001 -105.21809582
 33.30997988 -105.21670433
 33.310046429999993 -105.21531319
 33.310112520000004 -105.21392225000001
 33.310178149999999 -105.21253144000001
 33.310243879999994 -105.21114071000001
 33.310309869999998 -105.20974994000001
 33.310376320000003 -105.2083591
 33.310443209999995 -105.20696816
 33.310509920000001 -105.20557699999999
 33.310576399999995 -105.20418549000001
 33.310642349999995 -105.20279349
 33.310707699999995 -105.20140108000001
 33.310772230000005 -105.20000822999999
 33.310836419999994 -105.19861492000001
 33.310900789999998 -105.19722117000001
 33.310965379999999 -105.19582708
 33.311030419999994 -105.19443281999999
 33.311096229999997 -105.19303836999998
 33.311162629999998 -105.19164366000003
 33.31122865999999 -105.19024872999999
 33.311294029999992 -105.18885354999999
 33.311358800000001 -105.18745819999999
 33.311422399999991 -105.18606264
 33.311486239999994 -105.18466691
 33.311550840000002 -105.18327087999999
 33.311615859999996 -105.18187456
 33.31168121999999 -105.18047789999999
 33.311746389999996 -105.17908089999999
 33.311810849999993 -105.17768358000001
 33.311874769999989 -105.17628590999999
 33.311938920000003 -105.17488791999999
 33.31200372 -105.17348958999999
 33.312068419999996 -105.17209104999998
 33.312132960000007 -105.17069229999998
 33.312197249999997 -105.16929341000001
 33.312261379999995 -105.16789447000001
 33.312325950000002 -105.16649561
 33.312390499999999 -105.16509676
 33.312454059999993 -105.16369752
 33.312516930000008 -105.16229786999999
 33.312579270000001 -105.16089771999999
 33.312641159999991 -105.15949708999999
 33.312703020000001 -105.15809611999998
 33.312764759999993 -105.15669482999999
 33.312826139999999 -105.15529326000001
 33.312887329999995 -105.15389151999999
 33.312948859999999 -105.15248960999999
 33.313010509999998 -105.15108735999999
 33.313072630000001 -105.14968497000001
 33.313134959999999 -105.14828254
 33.313197039999999 -105.14688006999999
 33.313258810000001 -105.14547742999999
 33.313320439999998 -105.14407448000001
 33.31338229 -105.14267122999999
 33.31344442999999 -105.14126778000002
 33.313506340000004 -105.13986416
 33.31356740999999 -105.13846031999999
 33.313628069999993 -105.13705640000001
 33.313688319999997 -105.13565248
 33.313748990000001 -105.13424860000001
 33.313810369999999 -105.13284487999999
 33.313872439999997 -105.13144143
 33.313934949999997 -105.13003822999998
 33.313996999999993 -105.12863529999998
 33.314058689999996 -105.12723265
 33.314120589999995 -105.12583027999999
 33.314182999999993 -105.12442820999999
 33.314246069999989 -105.12302647
